zip,Zipcode name,City,State,County Name
39352,"PORTERVILLE, MS",PORTERVILLE,MS,KEMPER
38659,"POTTS CAMP, MS",POTTS CAMP,MS,MARSHALL
39756,"PRAIRIE, MS",PRAIRIE,MS,MONROE
39474,"PRENTISS, MS",PRENTISS,MS,JEFFERSON DAVIS
39354,"PRESTON, MS",PRESTON,MS,KEMPER
39151,"PUCKETT, MS",PUCKETT,MS,RANKIN
39152,"PULASKI, MS",PULASKI,MS,SCOTT
39475,"PURVIS, MS",PURVIS,MS,LAMAR
39355,"QUITMAN, MS",QUITMAN,MS,CLARKE
39153,"RALEIGH, MS",RALEIGH,MS,SMITH
38864,"RANDOLPH, MS",RANDOLPH,MS,PONTOTOC
39154,"RAYMOND, MS",RAYMOND,MS,HINDS
38661,"RED BANKS, MS",RED BANKS,MS,MARSHALL
39156,"REDWOOD, MS",REDWOOD,MS,WARREN
38767,"RENA LARA, MS",RENA LARA,MS,COAHOMA
39218,"RICHLAND, MS",RICHLAND,MS,RANKIN
39476,"RICHTON, MS",RICHTON,MS,PERRY
39157,"RIDGELAND, MS",RIDGELAND,MS,MADISON
39158,"RIDGELAND, MS",RIDGELAND,MS,MADISON
38865,"RIENZI, MS",RIENZI,MS,ALCORN
38663,"RIPLEY, MS",RIPLEY,MS,TIPPAH
38664,"ROBINSONVILLE, MS",ROBINSONVILLE,MS,TUNICA
39159,"ROLLING FORK, MS",ROLLING FORK,MS,SHARKEY
38768,"ROME, MS",ROME,MS,SUNFLOWER
39356,"ROSE HILL, MS",ROSE HILL,MS,JASPER
38769,"ROSEDALE, MS",ROSEDALE,MS,BOLIVAR
39661,"ROXIE, MS",ROXIE,MS,FRANKLIN
38771,"RULEVILLE, MS",RULEVILLE,MS,SUNFLOWER
39662,"RUTH, MS",RUTH,MS,LINCOLN
39160,"SALLIS, MS",SALLIS,MS,ATTALA
38866,"SALTILLO, MS",SALTILLO,MS,LEE
39477,"SANDERSVILLE, MS",SANDERSVILLE,MS,JONES
39161,"SANDHILL, MS",SANDHILL,MS,RANKIN
39478,"SANDY HOOK, MS",SANDY HOOK,MS,MARION
38665,"SARAH, MS",SARAH,MS,PANOLA
38666,"SARDIS, MS",SARDIS,MS,PANOLA
39162,"SATARTIA, MS",SATARTIA,MS,YAZOO
39574,"SAUCIER, MS",SAUCIER,MS,HARRISON
38952,"SCHLATER, MS",SCHLATER,MS,LEFLORE
38953,"SCOBEY, MS",SCOBEY,MS,YALOBUSHA
39358,"SCOOBA, MS",SCOOBA,MS,KEMPER
38772,"SCOTT, MS",SCOTT,MS,BOLIVAR
39359,"SEBASTOPOL, MS",SEBASTOPOL,MS,SCOTT
39479,"SEMINARY, MS",SEMINARY,MS,COVINGTON
38668,"SENATOBIA, MS",SENATOBIA,MS,TATE
38868,"SHANNON, MS",SHANNON,MS,LEE
39163,"SHARON, MS",SHARON,MS,MADISON
38773,"SHAW, MS",SHAW,MS,BOLIVAR
38774,"SHELBY, MS",SHELBY,MS,BOLIVAR
38869,"SHERMAN, MS",SHERMAN,MS,PONTOTOC
39360,"SHUBUTA, MS",SHUBUTA,MS,CLARKE
39361,"SHUQUALAK, MS",SHUQUALAK,MS,NOXUBEE
39165,"SIBLEY, MS",SIBLEY,MS,ADAMS
38954,"SIDON, MS",SIDON,MS,CARROLL
39166,"SILVER CITY, MS",SILVER CITY,MS,HUMPHREYS
39663,"SILVER CREEK, MS",SILVER CREEK,MS,LAWRENCE
38955,"SLATE SPRING, MS",SLATE SPRING,MS,CALHOUN
38670,"SLEDGE, MS",SLEDGE,MS,TUNICA
39664,"SMITHDALE, MS",SMITHDALE,MS,AMITE
38870,"SMITHVILLE, MS",SMITHVILLE,MS,MONROE
39665,"SONTAG, MS",SONTAG,MS,LAWRENCE
39480,"SOSO, MS",SOSO,MS,JONES
38671,"SOUTHAVEN, MS",SOUTHAVEN,MS,DESOTO
38672,"SOUTHAVEN, MS",SOUTHAVEN,MS,DESOTO
39167,"STAR, MS",STAR,MS,RANKIN
39759,"STARKVILLE, MS",STARKVILLE,MS,OKTIBBEHA
39760,"STARKVILLE, MS",STARKVILLE,MS,OKTIBBEHA
39362,"STATE LINE, MS",STATE LINE,MS,GREENE
39766,"STEENS, MS",STEENS,MS,LOWNDES
39522,"STENNIS SPACE CENTER, MS",STENNIS SPACE CENTER,MS,HANCOCK
39529,"STENNIS SPACE CENTER, MS",STENNIS SPACE CENTER,MS,HANCOCK
39767,"STEWART, MS",STEWART,MS,MONTGOMERY
38776,"STONEVILLE, MS",STONEVILLE,MS,WASHINGTON
39363,"STONEWALL, MS",STONEWALL,MS,CLARKE
39481,"STRINGER, MS",STRINGER,MS,JASPER
39769,"STURGIS, MS",STURGIS,MS,OKTIBBEHA
39666,"SUMMIT, MS",SUMMIT,MS,PIKE
38957,"SUMNER, MS",SUMNER,MS,TALLAHATCHIE
39482,"SUMRALL, MS",SUMRALL,MS,LAMAR
38778,"SUNFLOWER, MS",SUNFLOWER,MS,SUNFLOWER
38673,"TAYLOR, MS",TAYLOR,MS,LAFAYETTE
39168,"TAYLORSVILLE, MS",TAYLORSVILLE,MS,SMITH
39169,"TCHULA, MS",TCHULA,MS,HOLMES
39170,"TERRY, MS",TERRY,MS,HINDS
38871,"THAXTON, MS",THAXTON,MS,PONTOTOC
39171,"THOMASTOWN, MS",THOMASTOWN,MS,LEAKE
38960,"TIE PLANT, MS",TIE PLANT,MS,GRENADA
38961,"TILLATOBA, MS",TILLATOBA,MS,YALOBUSHA
39173,"TINSLEY, MS",TINSLEY,MS,YAZOO
38674,"TIPLERSVILLE, MS",TIPLERSVILLE,MS,TIPPAH
38873,"TISHOMINGO, MS",TISHOMINGO,MS,TISHOMINGO
38874,"TOCCOPOLA, MS",TOCCOPOLA,MS,LAFAYETTE
39364,"TOOMSUBA, MS",TOOMSUBA,MS,LAUDERDALE
39174,"TOUGALOO, MS",TOUGALOO,MS,HINDS
38875,"TREBLOC, MS",TREBLOC,MS,CHICKASAW
38876,"TREMONT, MS",TREMONT,MS,ITAWAMBA
38676,"TUNICA, MS",TUNICA,MS,TUNICA
38801,"TUPELO, MS",TUPELO,MS,LEE
38802,"TUPELO, MS",TUPELO,MS,LEE
38803,"TUPELO, MS",TUPELO,MS,LEE
38804,"TUPELO, MS",TUPELO,MS,LEE
38963,"TUTWILER, MS",TUTWILER,MS,TALLAHATCHIE
39667,"TYLERTOWN, MS",TYLERTOWN,MS,WALTHALL
39365,"UNION, MS",UNION,MS,NESHOBA
39668,"UNION CHURCH, MS",UNION CHURCH,MS,JEFFERSON
38677,"UNIVERSITY, MS",UNIVERSITY,MS,LAFAYETTE
39175,"UTICA, MS",UTICA,MS,HINDS
39176,"VAIDEN, MS",VAIDEN,MS,CARROLL
39177,"VALLEY PARK, MS",VALLEY PARK,MS,ISSAQUENA
38877,"VAN VLEET, MS",VAN VLEET,MS,CHICKASAW
38964,"VANCE, MS",VANCE,MS,QUITMAN
39565,"VANCLEAVE, MS",VANCLEAVE,MS,JACKSON
38878,"VARDAMAN, MS",VARDAMAN,MS,CALHOUN
39179,"VAUGHAN, MS",VAUGHAN,MS,YAZOO
38879,"VERONA, MS",VERONA,MS,LEE
39180,"VICKSBURG, MS",VICKSBURG,MS,WARREN
39181,"VICKSBURG, MS",VICKSBURG,MS,WARREN
39182,"VICKSBURG, MS",VICKSBURG,MS,WARREN
39183,"VICKSBURG, MS",VICKSBURG,MS,WARREN
38679,"VICTORIA, MS",VICTORIA,MS,MARSHALL
39366,"VOSSBURG, MS",VOSSBURG,MS,JASPER
38680,"WALLS, MS",WALLS,MS,DESOTO
38683,"WALNUT, MS",WALNUT,MS,TIPPAH
39189,"WALNUT GROVE, MS",WALNUT GROVE,MS,LEAKE
39771,"WALTHALL, MS",WALTHALL,MS,WEBSTER
39190,"WASHINGTON, MS",WASHINGTON,MS,ADAMS
38965,"WATER VALLEY, MS",WATER VALLEY,MS,YALOBUSHA
38685,"WATERFORD, MS",WATERFORD,MS,MARSHALL
39576,"WAVELAND, MS",WAVELAND,MS,HANCOCK
39367,"WAYNESBORO, MS",WAYNESBORO,MS,WAYNE
38780,"WAYSIDE, MS",WAYSIDE,MS,WASHINGTON
38966,"WEBB, MS",WEBB,MS,TALLAHATCHIE
39772,"WEIR, MS",WEIR,MS,CHOCTAW
39191,"WESSON, MS",WESSON,MS,COPIAH
39192,"WEST, MS",WEST,MS,HOLMES
39773,"WEST POINT, MS",WEST POINT,MS,CLAY
38880,"WHEELER, MS",WHEELER,MS,PRENTISS
39193,"WHITFIELD, MS",WHITFIELD,MS,RANKIN
39577,"WIGGINS, MS",WIGGINS,MS,STONE
38967,"WINONA, MS",WINONA,MS,MONTGOMERY
38781,"WINSTONVILLE, MS",WINSTONVILLE,MS,BOLIVAR
38782,"WINTERVILLE, MS",WINTERVILLE,MS,WASHINGTON
39776,"WOODLAND, MS",WOODLAND,MS,CHICKASAW
39669,"WOODVILLE, MS",WOODVILLE,MS,WILKINSON
39194,"YAZOO CITY, MS",YAZOO CITY,MS,YAZOO
,,,,
,,,,
,,,,
"For more information, kindly visit : www.downloadexcelfiles.com",,,,
